NO,Frag,Conect,MolWt
649,[8*]C[C@@H](N)C(=O)O,1,88.04
650,[8*]C[C@H](N)C(=O)O,1,88.04
651,[3*]OCCCNC,1,88.076
652,[3*]OCCN(C)C,1,88.076
653,[4*]CCNCCO,1,88.076
654,[5*]N(CC)CCO,1,88.076
655,[5*]NCC(C)(C)O,1,88.076
656,[5*]N[C@@H](C)COC,1,88.076
657,[5*]N[C@@H](CC)CO,1,88.076
658,[5*]N[C@H](CC)CO,1,88.076
659,[8*]C(O)CNCC,1,88.076
660,[8*]CNCCOC,1,88.076
661,[8*][C@@H](O)[C@H](C)NC,1,88.076
662,[8*][C@H](O)[C@H](C)NC,1,88.076
663,[1*]C(=O)C(C)S,1,89.006
664,[1*]C(=O)[C@@H](O)CO,1,89.024
665,[3*]OC(=O)COC,1,89.024
666,[3*]OC(=O)OCC,1,89.024
667,[3*]OCC(=O)OC,1,89.024
668,[3*]O[C@H](C)C(=O)O,1,89.024
669,[4*][C@@H](CO)C(=O)O,1,89.024
670,[4*][C@H](CO)C(=O)O,1,89.024
671,[8*]COC(=O)CO,1,89.024
672,[8*]COCC(=O)O,1,89.024
673,[11*]SC(C)(C)C,1,89.042
674,[3*]OCC(C)(C)O,1,89.06
675,[3*]OCCCOC,1,89.06
676,[3*]OCCOCC,1,89.06
677,[3*]O[C@@H](C)COC,1,89.06
678,[3*]O[C@H](C)[C@@H](C)O,1,89.06
679,[4*]CCOCCO,1,89.06
680,[8*]CC(O)COC,1,89.06
681,[8*]C[C@@H](O)COC,1,89.06
682,[3*]OCC(C)NN,1,89.071
683,[4*]CCO[N+](=O)[O-],1,90.019
684,[5*]NC(CO)CO,1,90.056
685,[5*]NCC(O)CO,1,90.056
686,[5*]NC[C@H](O)CO,1,90.056
687,[11*]SCC(=O)O,1,90.985
688,[1*]C(=O)CCCl,1,90.995
689,[4*]CC[S@+](C)[O-],1,91.022
690,[15*]C1CC(F)(F)C1,1,91.036
691,[3*]OCC(O)CO,1,91.04
692,[3*]OC[C@@H](O)CO,1,91.04
693,[3*]OC[C@H](O)CO,1,91.04
694,[8*][C@H](O)[C@H](O)CO,1,91.04
695,[16*]c1ccc(C)cc1,1,91.055
696,[16*]c1cccc(C)c1,1,91.055
697,[16*]c1ccccc1C,1,91.055
698,[4*]Cc1ccccc1,1,91.055
699,[7*]Cc1ccccc1,1,91.055
700,[8*]Cc1ccccc1,1,91.055
701,[4*]CCOCCF,1,91.056
702,[5*]NC(=O)CCl,1,91.99
703,[8*]C[S@](C)(=N)=O,1,92.017
704,[14*]c1nc(C#N)c[nH]1,1,92.025
705,[5*]N(C)CCCl,1,92.027
706,[14*]c1cc(C)ccn1,1,92.05
707,[14*]c1ccc(C)cn1,1,92.05
708,[14*]c1cccc(C)n1,1,92.05
709,[16*]c1ccc(C)nc1,1,92.05
710,[16*]c1ccc(N)cc1,1,92.05
711,[16*]c1ccccc1N,1,92.05
712,[16*]c1cccnc1C,1,92.05
713,[16*]c1ccnc(C)c1,1,92.05
714,[16*]c1cncc(C)c1,1,92.05
715,[16*]c1cnccc1C,1,92.05
716,[4*]Cc1ccccn1,1,92.05
717,[4*]Cc1cccnc1,1,92.05
718,[4*]Cc1ccncc1,1,92.05
719,[5*]Nc1ccccc1,1,92.05
720,[7*]Cc1ccccn1,1,92.05
721,[7*]Cc1cccnc1,1,92.05
722,[7*]Cc1ccncc1,1,92.05
723,[8*]Cc1ccccn1,1,92.05
724,[8*]Cc1cccnc1,1,92.05
725,[8*]Cc1ccncc1,1,92.05
726,[12*]S(=O)(=O)CC,1,93.001
727,[8*]CC(O)CCl,1,93.011
728,[1*]C(=O)C(C)(F)F,1,93.015
729,[16*]c1ccc(O)cc1,1,93.034
730,[16*]c1cccc(O)c1,1,93.034
731,[16*]c1ccccc1O,1,93.034
732,[3*]Oc1ccccc1,1,93.034
733,[3*]OC[C@H](O)CF,1,93.035
734,[14*]c1cc(C)ncn1,1,93.045
735,[14*]c1ccc(C)nn1,1,93.045
736,[14*]c1ccc(N)cn1,1,93.045
737,[14*]c1cnc(C)cn1,1,93.045
738,[14*]c1nccc(C)n1,1,93.045
739,[16*]c1ccc(N)nc1,1,93.045
740,[16*]c1cccnc1N,1,93.045
741,[16*]c1ccnc(N)c1,1,93.045
742,[16*]c1cnc(C)nc1,1,93.045
743,[4*]Cc1ncccn1,1,93.045
744,[5*]Nc1ccccn1,1,93.045
745,[5*]Nc1cccnc1,1,93.045
746,[5*]Nc1ccncc1,1,93.045
747,[7*]Cc1cncnc1,1,93.045
748,[8*]Cc1cnccn1,1,93.045
749,[8*]Cc1ncccn1,1,93.045
750,[16*]c1cc[n+](C)cc1,1,93.057
751,[16*]c1ccc[n+](C)c1,1,93.057
752,[15*]C1CC2C=CC1C2,1,93.07
753,[5*]NCS(=O)O,1,93.996
754,[5*]NS(C)(=O)=O,1,93.996
755,[8*]CS(=N)(=O)O,1,93.996
756,[16*]c1cc[n+]([O-])cc1,1,94.029
757,[16*]c1ccc[n+]([O-])c1,1,94.029
758,[3*]Oc1ccccn1,1,94.029
759,[3*]Oc1ccncc1,1,94.029
760,[14*]c1cc(N)ncn1,1,94.041
761,[14*]c1ccc(N)nn1,1,94.041
762,[14*]c1ccnc(N)n1,1,94.041
763,[14*]c1cncc(N)n1,1,94.041
764,[16*]c1cnc(N)nc1,1,94.041
765,[5*]Nc1cccnn1,1,94.041
766,[5*]Nc1ncccn1,1,94.041
767,[14*]c1[nH]c(C)cc1C,1,94.066
768,[15*]C1(C#N)CCCC1,1,94.066
769,[3*]OP(=O)([O-])[O-],1,94.955
770,[3*]OS(C)(=O)=O,1,94.98
771,[8*]CS(=O)(=O)O,1,94.98
772,[8*]CP(=O)(O)O,1,94.99
773,[5*]NS(N)(=O)=O,1,94.992
774,[1*]C(=O)c1ccco1,1,95.013
775,[14*]c1cc(=O)cco1,1,95.013
776,[14*]c1ccc(C=O)o1,1,95.013
777,[14*]c1c[n+]([O-])ccn1,1,95.025
778,[14*]c1ccc(=O)[nH]n1,1,95.025
779,[14*]c1nccc(=O)[nH]1,1,95.025
780,[16*]c1cnc(O)nc1,1,95.025
781,[9*]n1ncccc1=O,1,95.025
782,[16*]c1ccc(F)cc1,1,95.03
783,[16*]c1cccc(F)c1,1,95.03
784,[16*]c1ccccc1F,1,95.03
785,[4*]CC(F)(F)CO,1,95.031
786,[14*]c1cccc[n+]1O,1,95.037
787,[14*]c1cc(C)n(C)n1,1,95.061
788,[14*]c1cc(C)nn1C,1,95.061
789,[16*]c1c(C)n[nH]c1C,1,95.061
790,[16*]c1cn(C)nc1C,1,95.061
791,[4*]CCc1c[nH]cn1,1,95.061
792,[4*]Cc1nc[nH]c1C,1,95.061
793,[5*]N1CCC[C@H]1C#N,1,95.061
794,[8*]C(C)c1c[nH]cn1,1,95.061
795,[8*]Cc1cncn1C,1,95.061
796,[8*]Cc1nc[nH]c1C,1,95.061
797,[8*]Cn1ccnc1C,1,95.061
798,[8*][C@H](C)c1c[nH]cn1,1,95.061
799,[15*][C@@H]1CC=C(C)CC1,1,95.086
800,[15*][C@H]1CC=C(C)CC1,1,95.086
801,[4*]C(C1CC1)C1CC1,1,95.086
802,[4*]CC1CC=CCC1,1,95.086
803,[7*]CC#CC(C)(C)C,1,95.086
804,[7*]CCCC(=C)C=C,1,95.086
805,[3*]OS(=O)(=O)[O-],1,95.952
806,[3*]OS(N)(=O)=O,1,95.976
807,[5*]NS(=O)(=O)O,1,95.976
808,[3*]OC(=O)C(=C)C#N,1,96.009
809,[14*]c1ccc(F)cn1,1,96.025
810,[14*]c1cccc(F)n1,1,96.025
811,[14*]c1ncccc1F,1,96.025
812,[16*]c1ccc(F)nc1,1,96.025
813,[16*]c1ccncc1F,1,96.025
814,[16*]c1cncc(F)c1,1,96.025
815,[14*]c1noc(C)c1C,1,96.045
816,[14*]c1onc(C)c1C,1,96.045
817,[16*]c1c(C)noc1C,1,96.045
818,[5*]N1C=CC(=O)CC1,1,96.045
819,[5*]NCc1ccco1,1,96.045
820,[14*]c1c(C)nnn1C,1,96.056
821,[14*]c1ncnn1CC,1,96.056
822,[4*]CCn1ccnn1,1,96.056
823,[5*]Nc1cc(C)[nH]n1,1,96.056
824,[5*]Nc1cc(C)n[nH]1,1,96.056
825,[5*]Nc1ccn(C)n1,1,96.056
826,[5*]Nc1ccnn1C,1,96.056
827,[5*]Nc1cnn(C)c1,1,96.056
828,[15*][C@H]1[C@@H]2CN(C)C[C@H]12,1,96.081
829,[4*]CC#CCNCC,1,96.081
830,[5*]N(C1CC1)C1CC1,1,96.081
831,[5*]N1CCC(=C)CC1,1,96.081
832,[3*]OS(=O)(=O)O,1,96.96
833,[3*]OP(=O)(O)O,1,96.969
834,[1*]C(=O)C(F)(F)F,1,96.99
835,[14*]c1cc(C)cs1,1,97.011
836,[14*]c1sccc1C,1,97.011
837,[4*]Cc1cccs1,1,97.011
838,[7*]Cc1cccs1,1,97.011
839,[14*]c1ncc(F)cn1,1,97.02
840,[14*]c1ncncc1F,1,97.02
841,[4*][C@@H](C)C(F)(F)F,1,97.027
842,[4*][C@H](C)C(F)(F)F,1,97.027
843,[8*][C@@H](C)C(F)(F)F,1,97.027
844,[10*]N1N=C(C)CC1=O,1,97.04
845,[14*]c1[nH]c(=O)[nH]c1C,1,97.04
846,[4*]CC(=O)NCC#N,1,97.04
847,[5*]Nc1cc(C)on1,1,97.04
848,[8*]CNc1ccon1,1,97.04
849,[5*]NCc1cnn[nH]1,1,97.051
850,[8*]CCc1nn[nH]n1,1,97.051
851,[1*]C(=O)[C@H]1CC1(C)C,1,97.065
852,[15*][C@H]1C=C[C@@H](CO)C1,1,97.065
853,[7*]C1CCCCC1=O,1,97.065
854,[8*]CC1CCCC1=O,1,97.065
855,[4*]C(C)C1=NCCN1,1,97.077
856,[5*]N1C[C@@H]2CN[C@@H]2C1,1,97.077
857,[5*]N1C[C@H]2[C@H](N)[C@H]2C1,1,97.077
858,[15*]C1CCC(C)CC1,1,97.102
859,[15*][C@H]1CC[C@H](C)CC1,1,97.102
860,[4*]CC1CCCCC1,1,97.102
861,[14*]c1cc(C)ns1,1,98.006
862,[14*]c1cnc(C)s1,1,98.006
863,[14*]c1ncc(C)s1,1,98.006
864,[14*]c1scnc1C,1,98.006
865,[4*]Cc1cncs1,1,98.006
866,[4*]Cc1cscn1,1,98.006
867,[4*]Cc1nccs1,1,98.006
868,[5*]NCC(F)(F)F,1,98.022
869,[10*]N1C(=O)CCC1=O,1,98.024
870,[15*]C1CC(=O)NC1=O,1,98.024
871,[10*]N1N=C(N)CC1=O,1,98.035
872,[14*]c1n[nH]c(=O)n1C,1,98.035
873,[4*]Cc1n[nH]c(=O)[nH]1,1,98.035
874,[4*]Cc1nnc(N)o1,1,98.035
875,[7*]C(O)c1nc[nH]n1,1,98.035
876,[1*]C(=O)C1CCCN1,1,98.061
877,[10*]N1CCCCC1=O,1,98.061
878,[13*][C@@H]1CCC(=O)N1C,1,98.061
879,[3*]O[C@H](CC)CC#N,1,98.061
880,[6*]C(=O)N1CCCC1,1,98.061
881,[6*]C(=O)NCC1CC1,1,98.061
882,[8*]CNC(=O)C1CC1,1,98.061
883,[5*]N1C=NN(C)CC1,1,98.072
884,[13*]C1CCCCN1C,1,98.097
885,[13*]C1CCCN1CC,1,98.097
886,[13*][C@@H]1CCCCN1C,1,98.097
887,[13*][C@@H]1CCCN1CC,1,98.097
888,[15*]C1CCCN(C)C1,1,98.097
889,[15*]C1CCN(C)CC1,1,98.097
890,[15*][C@@H]1CCCC[C@@H]1N,1,98.097
891,[4*]CC1CCCCN1,1,98.097
892,[4*]CC1CCN(C)C1,1,98.097
893,[4*]CCN1CCCC1,1,98.097
894,[4*]C[C@@H]1CCCN1C,1,98.097
895,[4*]C[C@H]1CCCNC1,1,98.097
896,[5*]N1CCC(C)CC1,1,98.097
897,[5*]N1CCCCCC1,1,98.097
898,[5*]NC1CCCCC1,1,98.097
899,[7*]C1CCCN(C)C1,1,98.097
900,[7*]C1CCN(C)CC1,1,98.097
901,[7*]CCN1CCCC1,1,98.097
902,[8*]CN1CCCCC1,1,98.097
903,[8*]C[C@H]1CCCN1C,1,98.097
904,[8*]CC(F)(F)Cl,1,98.981
905,[14*]c1c[nH]c(=S)[nH]1,1,99.002
906,[14*]c1csc(N)n1,1,99.002
907,[14*]c1nc(C)ns1,1,99.002
908,[14*]c1nnc(C)s1,1,99.002
909,[5*]Nc1cscn1,1,99.002
910,[5*]Nc1nccs1,1,99.002
911,[3*]OCC(F)(F)F,1,99.006
912,[8*][C@@H](O)C(F)(F)F,1,99.006
913,[1*]C(=O)/C=C/C(=O)O,1,99.008
914,[14*]c1oc(=O)oc1C,1,99.008
915,[13*]C1OC(N)=NC1=O,1,99.019
916,[14*]c1nnc(CO)o1,1,99.019
917,[1*]C(=O)C1CCCO1,1,99.045
918,[15*]C1(C(=O)O)CCC1,1,99.045
919,[15*]C1(C(=O)OC)CC1,1,99.045
920,[15*]C1(CC(=O)O)CC1,1,99.045
921,[15*][C@@H]1C[C@H]1CC(=O)O,1,99.045
922,[3*]OC(=O)/C(C)=C/C,1,99.045
923,[3*]OC(=O)/C(C)=C\C,1,99.045
924,[4*]C1(C(=O)O)CCC1,1,99.045
925,[4*]C1(C(=O)OC)CC1,1,99.045
926,[7*]C/C(C)=C/C(=O)O,1,99.045
927,[10*]N1CCCNC1=O,1,99.056
928,[3*]OCC1=NCCN1,1,99.056
929,[5*]N1CCNC(=O)C1,1,99.056
930,[5*]NC(=O)NC1CC1,1,99.056
931,[5*]NC1=N[C@H](C)CO1,1,99.056
932,[15*]C1(O)CCCCC1,1,99.081
933,[15*]C1CCC(O)CC1,1,99.081
934,[15*][C@@H]1CCCC[C@H]1O,1,99.081
935,[15*][C@@H]1CCC[C@@]1(C)O,1,99.081
936,[15*][C@H]1CCCC[C@@H]1O,1,99.081
937,[15*][C@H]1CC[C@H](O)CC1,1,99.081
938,[3*]OC1CCCCC1,1,99.081
939,[4*]CC1(C)CCCO1,1,99.081
940,[4*]CC1CCOCC1,1,99.081
941,[7*]C/C=C/[C@H](O)CC,1,99.081
942,[8*]CCOCC1CC1,1,99.081
943,[5*]N1CC(N(C)C)C1,1,99.092
944,[5*]N1CCC(N)CC1,1,99.092
945,[5*]N1CCCC(N)C1,1,99.092
946,[5*]N1CCCNCC1,1,99.092
947,[5*]N1CCN(C)CC1,1,99.092
948,[5*]N1CCNC(C)C1,1,99.092
949,[5*]N1CCN[C@@H](C)C1,1,99.092
950,[5*]N1CC[C@@H](NC)C1,1,99.092
951,[5*]NC1CCNCC1,1,99.092
952,[5*]N[C@@H]1CCCNC1,1,99.092
953,[5*]N[C@H]1CCCNC1,1,99.092
954,[8*]CN1CCNCC1,1,99.092
955,[13*]C1CCC[N+]1(C)C,1,99.104
956,[15*]C1CC[N+](C)(C)C1,1,99.104
957,[4*]CCCCCCC,1,99.117
958,[5*]Nc1nncs1,1,99.997
959,[13*]C1OC(=O)NC1=O,1,100.003
960,[10*]N1C(=O)OC[C@@H]1C,1,100.04
961,[10*]N1CC(O)CC1=O,1,100.04
962,[10*]N1CCOCC1=O,1,100.04
963,[10*]N1OCCCC1=O,1,100.04
964,[13*][C@H]1NC(=O)O[C@H]1C,1,100.04
965,[4*]CC1CNC(=O)O1,1,100.04
966,[5*]N1CC(C(=O)O)C1,1,100.04
967,[6*]C(=O)C(=O)N(C)C,1,100.04
968,[8*]C[C@H]1COC(=O)N1,1,100.04
969,[8*]CC(=O)NC(=N)N,1,100.051
970,[5*]NC(=N)NC(=N)N,1,100.062
971,[1*]C(=O)N(CC)CC,1,100.076
972,[1*]C(=O)NC(C)(C)C,1,100.076
973,[1*]C(=O)NCCCC,1,100.076
974,[1*]C(=O)[C@@H](N)C(C)C,1,100.076
975,[13*]C1NCCCC1O,1,100.076
976,[13*]C1OCCNC1C,1,100.076
977,[13*][C@@H]1CNCCCO1,1,100.076
978,[13*][C@H]1NCCC[C@@H]1O,1,100.076
979,[15*][C@H]1CCNC[C@@H]1O,1,100.076
980,[15*][C@]1(N)C[C@](C)(O)C1,1,100.076
981,[3*]OC1CCNCC1,1,100.076
982,[3*]OC[C@@H]1CCCN1,1,100.076
983,[4*]CC(=O)NC(C)C,1,100.076
984,[4*]CC(C)(C)C(N)=O,1,100.076
985,[4*]CC1CNCCO1,1,100.076
986,[4*]C[C@@H]1CNCCO1,1,100.076
987,[4*]C[C@@H]1COCCN1,1,100.076
988,[4*][C@@H](C(N)=O)C(C)C,1,100.076
989,[5*]N1CCC(O)CC1,1,100.076
990,[5*]N1CCC[C@H]1CO,1,100.076
991,[5*]N1CCOC[C@@H]1C,1,100.076
992,[5*]N1CCOC[C@H]1C,1,100.076
993,[5*]N1CC[C@H](OC)C1,1,100.076
994,[5*]NC(=O)C(C)(C)C,1,100.076
995,[5*]NC(=O)CC(C)C,1,100.076
996,[5*]NC1CCOCC1,1,100.076
997,[6*]C(=O)N(CC)CC,1,100.076
998,[6*]C(=O)NC(C)(C)C,1,100.076
999,[6*]C(=O)NCC(C)C,1,100.076
1000,[8*]CCC(=O)N(C)C,1,100.076
1001,[8*]CN1CCOCC1,1,100.076
1002,[8*]CN/C(=N/C)NC,1,100.087
1003,[4*]C(C)(C)CN(C)C,1,100.113
1004,[4*]CC(C)CN(C)C,1,100.113
1005,[4*]CCCCNCC,1,100.113
1006,[4*]CCN(CC)CC,1,100.113
1007,[4*]CCNC(C)(C)C,1,100.113
1008,[4*]C[C@H](C)CN(C)C,1,100.113
1009,[5*]N(C(C)C)C(C)C,1,100.113
1010,[5*]N(C)CCCCC,1,100.113
1011,[5*]N(CCC)CCC,1,100.113
1012,[7*]CCCC(C)NC,1,100.113
1013,[7*]CCC[C@@H](C)NC,1,100.113
1014,[8*]CC(C)NC(C)C,1,100.113
1015,[8*]CCN(CC)CC,1,100.113
1016,[3*]OC(F)(F)Cl,1,100.961
1017,[11*]SC(F)(F)F,1,100.967
1018,[14*]c1ccc(Cl)o1,1,100.979
1019,[4*]C(F)C(F)(F)F,1,101.001
1020,[15*]C1CCSC1=O,1,101.006
1021,[1*]C(=O)CCC(=O)O,1,101.024
1022,[6*]C(=O)CCC(=O)O,1,101.024
1023,[7*]C1C(=O)OC[C@H]1O,1,101.024
1024,[8*]CC(=O)NC(N)=O,1,101.035
1025,[16*]c1cccc(C#C)c1,1,101.039
1026,[1*]C(=O)CC(C)(C)O,1,101.06
1027,[1*]C(=O)CCCOC,1,101.06
1028,[1*]C(=O)OC(C)(C)C,1,101.06
1029,[1*]C(=O)OCCCC,1,101.06
1030,[1*]C(=O)[C@@H](O)C(C)C,1,101.06
1031,[13*][C@@H]1COC(C)(C)O1,1,101.06
1032,[13*][C@H]1CC[C@@H](CO)O1,1,101.06
1033,[15*]C1(O)CCOCC1,1,101.06
1034,[15*][C@H]1COCC[C@@H]1O,1,101.06
1035,[3*]OC(=O)C(C)(C)C,1,101.06
1036,[3*]OC(=O)[C@@H](C)CC,1,101.06
1037,[3*]OC(=O)[C@H](C)CC,1,101.06
1038,[3*]OC1CCOCC1,1,101.06
1039,[3*]OCC1(C)COC1,1,101.06
1040,[4*]CC(=O)OC(C)C,1,101.06
1041,[4*]CC(C)OC(C)=O,1,101.06
1042,[4*]CCC(=O)OCC,1,101.06
1043,[4*]CCCC(=O)OC,1,101.06
1044,[4*]CCCCC(=O)O,1,101.06
1045,[4*]CCOCC1CO1,1,101.06
1046,[4*]C[C@@H]1COCCO1,1,101.06
1047,[4*][C@H](C(=O)O)C(C)C,1,101.06
1048,[6*]C(=O)OCCCC,1,101.06
1049,[7*]C(C)CCC(=O)O,1,101.06
1050,[7*]CCCCC(=O)O,1,101.06
1051,[8*]CC(=O)OCCC,1,101.06
1052,[8*]CC(C)(C)C(=O)O,1,101.06
1053,[8*]CC(CC)C(=O)O,1,101.06
1054,[8*]CCCCC(=O)O,1,101.06
1055,[8*]CO[C@H]1CCOC1,1,101.06
1056,[8*][C@H](OC)C1COC1,1,101.06
1057,[5*]NC(=O)C(C)(C)N,1,101.071
1058,[5*]NC(=O)CN(C)C,1,101.071
1059,[5*]NC(=O)NC(C)C,1,101.071
1060,[5*]NC(=O)NCCC,1,101.071
1061,[5*]NC(=O)[C@H](C)NC,1,101.071
1062,[5*]NC(C)/C(C)=N/O,1,101.071
1063,[5*]NCC(=O)N(C)C,1,101.071
1064,[5*]NCC1(N)COC1,1,101.071
1065,[6*]C(=O)N(C)N(C)C,1,101.071
1066,[6*]C(=O)NNC(C)C,1,101.071
1067,[8*]CN[C@@H](C)C(N)=O,1,101.071
1068,[8*][C@@H](N)[C@@H](C)C(N)=O,1,101.071
1069,[5*]NCCN=C(N)N,1,101.083
1070,[3*]OCCCCCC,1,101.097
1071,[4*]CCOCCCC,1,101.097
1072,[4*][C@H](CO)C(C)(C)C,1,101.097
1073,[7*]CC(O)C(C)(C)C,1,101.097
1074,[8*][C@@H](O)CCCCC,1,101.097
1075,[4*]CCNCCCN,1,101.108
1076,[5*]N(C)CCN(C)C,1,101.108
1077,[5*]NC(C)CCCN,1,101.108
1078,[5*]NCCCN(C)C,1,101.108
1079,[5*]NCCCNCC,1,101.108
1080,[4*]C(C)C[N+](C)(C)C,1,101.12
1081,[4*]CC[N+](C)(C)CC,1,101.12
1082,[5*][N+](CC)(CC)CC,1,101.12
1083,[13*][C@@H]1CSC(=O)N1,1,102.001
1084,[5*]NC(=O)CC(=O)O,1,102.019
1085,[6*]C(=O)NCC(=O)O,1,102.019
1086,[4*]CC(O)CC(=O)[O-],1,102.032
1087,[4*]C[C@H](O)CC(=O)[O-],1,102.032
1088,[16*]c1ccc(C#N)cc1,1,102.034
1089,[16*]c1cccc(C#N)c1,1,102.034
1090,[16*]c1ccccc1C#N,1,102.034
1091,[5*]N1CCSCC1,1,102.038
1092,[8*]CC(=S)N(C)C,1,102.038
1093,[3*]OC(=O)CCCN,1,102.056
1094,[3*]OC(=O)CN(C)C,1,102.056
1095,[3*]OC(=O)N(C)CC,1,102.056
1096,[3*]OC(=O)NC(C)C,1,102.056
1097,[3*]OCC(=O)N(C)C,1,102.056
1098,[3*]OCCNC(C)=O,1,102.056
1099,[4*]CC(C)OC(N)=O,1,102.056
1100,[4*]CCNC(=O)OC,1,102.056
1101,[4*]CC[C@H](N)C(=O)O,1,102.056
1102,[5*]NC(=O)C(C)(C)O,1,102.056
1103,[5*]NC(=O)CC(C)O,1,102.056
1104,[5*]NC(=O)CCOC,1,102.056
1105,[5*]NC(=O)OC(C)C,1,102.056
1106,[5*]NCC(=O)OCC,1,102.056
1107,[5*]NCCC(=O)OC,1,102.056
1108,[5*]NCCCC(=O)O,1,102.056
1109,[5*]N[C@@H](CC)C(=O)O,1,102.056
1110,[6*]C(=O)N(C)CCO,1,102.056
1111,[6*]C(=O)N[C@@H](C)CO,1,102.056
1112,[8*]C(CN)CC(=O)O,1,102.056
1113,[8*]CC(C)(N)C(=O)O,1,102.056
1114,[8*]CN(C)CC(=O)O,1,102.056
1115,[8*]COC(=O)CNC,1,102.056
1116,[8*]C[C@H](N)C(=O)OC,1,102.056
1117,[8*]C[C@](C)(N)C(=O)O,1,102.056
1118,[8*][C@H](CN)CC(=O)O,1,102.056
1119,[15*][C@]1(N)C[C@](C)(F)C1,1,102.072
1120,[3*]OCCCN(C)C,1,102.092
1121,[3*]OCCNCCC,1,102.092
1122,[7*]CCC[N+](C)(C)[O-],1,102.092
1123,[8*]C(O)CNC(C)C,1,102.092
1124,[8*]CCCNCCO,1,102.092
1125,[8*]CCNCCOC,1,102.092
1126,[5*]NCCNCCN,1,102.103
1127,[1*]C(=O)C(C)(C)S,1,103.022
1128,[1*]C(=O)[C@H](C)CS,1,103.022
1129,[11*]SC(=O)C(C)C,1,103.022
1130,[5*]NC(=N)N[N+](=O)[O-],1,103.026
1131,[14*]c1cc(C#N)ccn1,1,103.03
1132,[14*]c1ccc(C#N)cn1,1,103.03
1133,[16*]c1ccnc(C#N)c1,1,103.03
1134,[3*]OC(=O)OC(C)C,1,103.04
1135,[3*]OC(C)(C)C(=O)O,1,103.04
1136,[3*]OC(CC)C(=O)O,1,103.04
1137,[3*]OCC(=O)OCC,1,103.04
1138,[3*]OCCCC(=O)O,1,103.04
1139,[3*]O[C@H](CC)C(=O)O,1,103.04
1140,[4*]CCOCC(=O)O,1,103.04
1141,[8*]C[C@H](OC)C(=O)O,1,103.04
1142,[8*][C@@H](O)[C@@H](O)[C@H]1CO1,1,103.04
1143,[8*][C@H](O)[C@H](O)[C@@H]1CO1,1,103.04
1144,[5*]NC(=O)[C@@H](N)CO,1,103.051
1145,[6*]C(=O)NOCCN,1,103.051
1146,[8*]C(C)N(O)C(N)=O,1,103.051
1147,[3*]OCCOC(C)C,1,103.076
1148,[4*]C(CCO)CCO,1,103.076
1149,[4*]CCOCCOC,1,103.076
1150,[5*]NCCNCCO,1,103.087
1151,[3*]OCC[N+](C)(C)C,1,103.099
1152,[5*]NC(=O)C(C)S,1,104.017
1153,[6*]C(=O)NCCS,1,104.017
1154,[14*]c1cnc(C#N)cn1,1,104.025
1155,[5*]N[C@@H](CO)C(=O)O,1,104.035
1156,[5*]N[C@H](CO)C(=O)O,1,104.035
1157,[6*]C(=O)NOCCO,1,104.035
1158,[8*][C@@H](O)[C@H](N)C(=O)O,1,104.035
1159,[8*][C@H](O)COC(N)=O,1,104.035
1160,[5*]N1C[C@@H](O)[C@H](F)C1,1,104.051
1161,[5*]N(C)CC(O)CO,1,104.071
1162,[5*]N(CCO)CCO,1,104.071
1163,[13*]C1CCSS1,1,104.983
1164,[13*][C@@H]1CCSS1,1,104.983
1165,[12*]S(=O)(=O)C1CC1,1,105.001
1166,[4*][C@@H](CS)C(=O)O,1,105.001
1167,[1*]C(=O)[C@@H]1CC1(F)F,1,105.015
1168,[3*]OCOC(=O)OC,1,105.019
1169,[5*]NCCO[N+](=O)[O-],1,105.03
1170,[1*]C(=O)c1ccccc1,1,105.034
1171,[6*]C(=O)c1ccccc1,1,105.034
1172,[3*]OCCOCCO,1,105.055
1173,[16*]c1c(C)cccc1C,1,105.07
1174,[16*]c1cc(C)cc(C)c1,1,105.07
1175,[16*]c1cc(C)ccc1C,1,105.07
1176,[16*]c1ccc(C)c(C)c1,1,105.07
1177,[16*]c1ccc(C)cc1C,1,105.07
1178,[16*]c1ccc(CC)cc1,1,105.07
1179,[16*]c1cccc(C)c1C,1,105.07
1180,[4*]CCc1ccccc1,1,105.07
1181,[4*]Cc1ccc(C)cc1,1,105.07
1182,[4*]Cc1cccc(C)c1,1,105.07
1183,[4*][C@@H](C)c1ccccc1,1,105.07
1184,[4*][C@H](C)c1ccccc1,1,105.07
1185,[8*]CCc1ccccc1,1,105.07
1186,[8*]Cc1ccc(C)cc1,1,105.07
1187,[8*]Cc1cccc(C)c1,1,105.07
1188,[8*]Cc1ccccc1C,1,105.07
1189,[8*][C@H](C)c1ccccc1,1,105.07
1190,[5*]N(C)C(=S)S,1,105.979
1191,[5*]NC(=O)CCCl,1,106.006
1192,[1*]C(=O)c1cccnc1,1,106.029
1193,[5*]N1CCC(F)(F)C1,1,106.047
1194,[5*]NC1CC(F)(F)C1,1,106.047
1195,[14*]c1ccc(CC)cn1,1,106.066
1196,[16*]c1ccc(C)nc1C,1,106.066
1197,[16*]c1ccc(N)c(C)c1,1,106.066
1198,[16*]c1ccc(NC)cc1,1,106.066
1199,[16*]c1cccc(CN)c1,1,106.066
1200,[16*]c1cccc(N)c1C,1,106.066
1201,[4*]CCc1ccccn1,1,106.066
1202,[4*]Cc1ccc(C)cn1,1,106.066
1203,[4*]Cc1cncc(C)c1,1,106.066
1204,[5*]N(C)c1ccccc1,1,106.066
1205,[5*]NCc1ccccc1,1,106.066
