NO,Frag,Conect,MolWt
22367,[8*]C([8*])(O)CCCN1CCCCC1,2,155.131
22368,[8*]CC1CCN(C(C)C([8*])O)CC1,2,155.131
22369,[8*]CCN1CCC([15*])(COC)CC1,2,155.131
22370,[5*]NCCCCN1CCN([5*])CC1,2,155.142
22371,[5*]NCCCN1CCC(N[5*])CC1,2,155.142
22372,[3*]OC(=O)C([8*])(O)c1cccs1,2,155.988
22373,[3*]OCc1ccc(C(=O)O[3*])s1,2,155.988
22374,[3*]Oc1ccc(S([12*])(=O)=O)cc1,2,155.988
22375,[5*]N([5*])S(=O)(=O)c1cccnc1,2,155.999
22376,[5*]NS(=O)(=O)c1ccc([16*])cn1,2,155.999
22377,[5*]NS(=O)(=O)c1cccnc1[14*],2,155.999
22378,[5*]NS(=O)(=O)c1cnccc1[16*],2,155.999
22379,[5*]Nc1ccncc1S([12*])(=O)=O,2,155.999
22380,[8*]COc1nsc([14*])c1C(N)=O,2,155.999
22381,[4*]CCc1c(F)ccc([16*])c1Cl,2,156.014
22382,[3*]OC(=O)NC1=NC(=O)N([10*])CN1,2,156.028
22383,[3*]OC(=O)O[C@@H](C)n1nnnc1[14*],2,156.028
22384,[7*]C1S/C(=N\CCC)N([10*])C1=O,2,156.036
22385,[4*]Cc1c(F)c([16*])cc(OC)c1F,2,156.039
22386,[9*]n1c(CCCC)nc(Cl)c1[14*],2,156.045
22387,[5*]N1C[C@H](NC([6*])=O)C[C@H]1C(=O)O,2,156.053
22388,[5*]NC(=O)[C@@H]1CCN1C(=O)[C@@H]([8*])O,2,156.053
22389,[3*]OCc1ccc2cc([16*])ccc2c1,2,156.058
22390,[3*]Oc1c(C)cc([16*])c2ccccc12,2,156.058
22391,[3*]Oc1cc(C)c([16*])c2ccccc12,2,156.058
22392,[3*]Oc1ccc2cc(C[8*])ccc2c1,2,156.058
22393,[8*]COc1ccc([16*])c2ccccc12,2,156.058
22394,[8*]COc1ccc2cc([16*])ccc2c1,2,156.058
22395,[14*]c1c(-c2ccc([16*])cc2)ncn1C,2,156.069
22396,[14*]c1cc([14*])n(-c2ccc(C)cc2)n1,2,156.069
22397,[16*]c1cc([16*])c2nc(C3CC3)[nH]c2c1,2,156.069
22398,[16*]c1cc([16*])cc(-n2cnc(C)c2)c1,2,156.069
22399,[16*]c1ccc(-c2nn(C)cc2[16*])cc1,2,156.069
22400,[16*]c1ccc([16*])c(-c2ccnn2C)c1,2,156.069
22401,[4*]Cc1cn([9*])nc1-c1ccccc1,2,156.069
22402,[5*]Nc1c(C)ccc2c([14*])nccc12,2,156.069
22403,[5*]Nc1cc([16*])cc2c(C)ccnc12,2,156.069
22404,[5*]Nc1nccc2c([16*])c(C)ccc12,2,156.069
22405,[8*]C([8*])(c1ccccc1)n1ccnc1,2,156.069
22406,[8*]C(c1ccc([16*])cc1)n1ccnc1,2,156.069
22407,[9*]n1nc([14*])cc1-c1ccc(C)cc1,2,156.069
22408,[5*]N1CCN(C(=O)C(=C)F)[C@@H]([13*])C1,2,156.07
22409,[3*]OC(=O)C([8*])(O)C1CCCCC1,2,156.079
22410,[3*]OC1CCC(C[8*])(C(=O)O)CC1,2,156.079
22411,[3*]OCCOC(=O)C1([15*])CCCC1,2,156.079
22412,[3*]O[C@@H]1CC[C@]2(CO2)[C@@H]([15*])[C@@H]1OC,2,156.079
22413,[7*]Cc1ccc2cc([16*])ccc2[n+]1C,2,156.081
22414,[1*]C(=O)CNC(C)(C)CNC([6*])=O,2,156.09
22415,[1*]C(=O)N[C@H](C(=O)N[5*])C(C)(C)C,2,156.09
22416,[1*]C(=O)[C@@H](C[4*])NC(=O)C(C)(C)N,2,156.09
22417,[1*]C(=O)[C@@H](C[8*])NC(=O)C(C)(C)N,2,156.09
22418,[1*]C(=O)[C@@H](NC(=O)N([5*])C)C(C)C,2,156.09
22419,[1*]C(=O)[C@@H](NC(=O)N[5*])C(C)(C)C,2,156.09
22420,[3*]OCC(=O)N1CCN(C[8*])CC1,2,156.09
22421,[3*]OCCCNC(=O)N([5*])C1CC1,2,156.09
22422,[5*]N(C(=O)[C@H]1CNCCO1)[C@@H]([8*])C,2,156.09
22423,[5*]N/C=C\C[C@H](CC[7*])OC(N)=O,2,156.09
22424,[5*]N1CCC(NC([6*])=O)C(OC)C1,2,156.09
22425,[5*]N1CCN(CCOC([6*])=O)CC1,2,156.09
22426,[5*]N1CC[C@@H](CNC([6*])=O)[C@H](O)C1,2,156.09
22427,[5*]N1CC[C@@H](NC([6*])=O)[C@@H](OC)C1,2,156.09
22428,[5*]NC(=O)C(=O)[C@H](CCCC)N[5*],2,156.09
22429,[5*]NC(=O)CCCCCNC([6*])=O,2,156.09
22430,[5*]NC(=O)N([5*])[C@@H]1CCCC[C@H]1O,2,156.09
22431,[5*]NC(=O)[C@H](CC(C)C)NC([6*])=O,2,156.09
22432,[5*]N[C@H]1CCCN(C(=O)OC)[C@H]1[13*],2,156.09
22433,[6*]C(=O)NCC1CN(C[8*])CCO1,2,156.09
22434,[6*]C(=O)NCCNC(=O)CCC[7*],2,156.09
22435,[1*]C(=O)[C@H](CCCN=C(N)N)N[5*],2,156.101
22436,[1*]C(=O)[C@H](CCCNC(=N)N)N[5*],2,156.101
22437,[4*][C@@H](CCCNC(=N)N)C(=O)N[5*],2,156.101
22438,[1*]C(=O)C[C@@H](OC)[C@@H]([4*])[C@@H](C)CC,2,156.115
22439,[3*]OC(=O)CCCCCCCC[7*],2,156.115
22440,[3*]OC1CCN(CCN([5*])C)CC1,2,156.126
22441,[3*]OCCCCN1CCN([5*])CC1,2,156.126
22442,[4*]CC([7*])C(=O)NCCCN(C)C,2,156.126
22443,[4*]CCCNC(=O)[C@@H](N)CCC[4*],2,156.126
22444,[5*]N([5*])C1CCN(CCOC)CC1,2,156.126
22445,[5*]N1CCN([C@H]([8*])COC)[C@@H](C)C1,2,156.126
22446,[5*]NCCN1CCC(O)(C[8*])CC1,2,156.126
22447,[6*]C(=O)N(CCCN)C([8*])C(C)C,2,156.126
22448,[6*]C(=O)N(CCCN)[C@@H]([8*])C(C)C,2,156.126
22449,[4*]CCCCCCOCCCC[8*],2,156.151
22450,[5*]Nc1ccc(S[11*])c(Cl)c1,2,156.975
22451,[3*]Oc1nsc(N[5*])c1C(N)=O,2,156.995
22452,[4*]CCSCc1csc([14*])n1,2,157.002
22453,[5*]N([5*])Cc1ccc(F)c(Cl)c1,2,157.009
22454,[3*]Oc1cc([16*])c2c(C#N)cnn2c1,2,157.028
22455,[5*]Nc1c(OC)cc(F)c(F)c1[16*],2,157.034
22456,[5*]Nc1c([16*])c(OC)cc(F)c1F,2,157.034
22457,[1*]C(=O)C(CCC(=O)O)NC([6*])=O,2,157.038
22458,[1*]C(=O)CC[C@@H](NC([6*])=O)C(=O)O,2,157.038
22459,[1*]C(=O)CC[C@H](NC([6*])=O)C(=O)O,2,157.038
22460,[1*]C(=O)CN(C)C(=O)COC([6*])=O,2,157.038
22461,[1*]C(=O)CN(CC([1*])=O)CC(=O)O,2,157.038
22462,[1*]C(=O)[C@@H](CCC(=O)O)NC([6*])=O,2,157.038
22463,[3*]OCC1(C(=O)O)CN(C([6*])=O)C1,2,157.038
22464,[5*]NC(=O)C(=O)N[C@@H](C)C(=O)N[5*],2,157.049
22465,[5*]NC(=O)[C@H](CC(N)=O)NC([6*])=O,2,157.049
22466,[1*]C(=O)c1c(C)n([9*])c2ccccc12,2,157.053
22467,[1*]C(=O)c1cc2cc([16*])ccc2n1C,2,157.053
22468,[14*]c1cc(Cc2ccc([16*])cc2)no1,2,157.053
22469,[14*]c1cc([16*])c2ccc(OC)cc2n1,2,157.053
22470,[14*]c1nc(C)c2cc([16*])ccc2c1O,2,157.053
22471,[14*]c1nccc2cc(OC)c([16*])cc12,2,157.053
22472,[14*]c1nccc2cc([16*])c(OC)cc12,2,157.053
22473,[15*][C@@H]1C[C@@]12C(=O)Nc1ccc([16*])cc12,2,157.053
22474,[16*]c1cc2c([16*])ccnc2cc1OC,2,157.053
22475,[16*]c1cc2nccc([16*])c2cc1OC,2,157.053
22476,[16*]c1ccc(-c2onc(C)c2[16*])cc1,2,157.053
22477,[16*]c1ccc2c(c1)c([16*])cc(=O)n2C,2,157.053
22478,[3*]Oc1ccc(N[5*])c2ccccc12,2,157.053
22479,[4*]Cc1ccc(-c2cc([14*])on2)cc1,2,157.053
22480,[5*]Nc1cc([16*])c(O)c2ccccc12,2,157.053
22481,[6*]C(=O)n1cc(C)c2c([16*])cccc21,2,157.053
22482,[8*]COc1ccnc2cc([16*])ccc12,2,157.053
22483,[1*]C(=O)[C@@H]1C[C@@H](F)CN1C(=O)C[8*],2,157.054
22484,[15*][C@@H]1C[C@@H]2[C@H]([C@]1(N)C(=O)O)[C@]2([15*])F,2,157.054
22485,[14*]c1ccc(-n2cnc(C)c2)c([14*])n1,2,157.064
22486,[14*]c1nc([14*])c(-c2cccc(C)n2)[nH]1,2,157.064
22487,[14*]c1nnc(-c2ccccc2[16*])n1C,2,157.064
22488,[15*]C1(c2nnc3c([16*])cccn23)CC1,2,157.064
22489,[16*]c1cc([16*])cc(Cn2cncn2)c1,2,157.064
22490,[16*]c1ccc(-c2c([16*])cnn2C)nc1,2,157.064
22491,[16*]c1cccc(-c2ncn(C)n2)c1[16*],2,157.064
22492,[16*]c1cn(-c2ncccc2[16*])nc1C,2,157.064
22493,[4*]Cc1cccnc1-c1ccnn1[9*],2,157.064
22494,[5*]Nc1nc([14*])nc2ccc(C)cc12,2,157.064
22495,[5*]Nc1ncnc2ccc(C[7*])cc12,2,157.064
22496,[5*]Nc1nnc(C[8*])c2ccccc12,2,157.064
22497,[5*]N1CCN(C(=S)NC[8*])CC1,2,157.067
22498,[1*]C(=O)NCCCC[C@H]([4*])C(=O)O,2,157.074
22499,[1*]C(=O)N[C@@H](CCCC[4*])C(=O)O,2,157.074
22500,[1*]C(=O)[C@@H](NC(=O)O[3*])C(C)(C)C,2,157.074
22501,[1*]C(=O)[C@H](C)N[C@@H](CC[8*])C(=O)O,2,157.074
22502,[4*][C@@H](CCCCNC([6*])=O)C(=O)O,2,157.074
22503,[6*]C(=O)N[C@H](C)[C@@H](C[8*])C(=O)OC,2,157.074
22504,[14*]c1[nH]c2ccc([16*])cc2c1C(C)C,2,157.089
22505,[14*]c1c([16*])c2ccccc2n1C(C)C,2,157.089
22506,[4*]CCc1c[nH]c2ccc(C[8*])cc12,2,157.089
22507,[4*][C@@H](C)[C@@H](C[8*])c1cccc(C#N)c1,2,157.089
22508,[4*][C@H](C)Cc1c[nH]c2c([16*])cccc12,2,157.089
22509,[5*]N1CC=C(c2cccc([16*])c2)CC1,2,157.089
22510,[8*]Cc1cc([16*])cc(C(C)(C)C#N)c1,2,157.089
22511,[8*][C@@H](C)n1c(C)c([16*])c2ccccc21,2,157.089
22512,[3*]OC(=O)N(C)CCCCCC[4*],2,157.11
22513,[4*]CC(C)(CCC)COC(=O)N[5*],2,157.11
22514,[4*][C@H]([8*])CCOC(=O)[C@@H](N)C(C)C,2,157.11
22515,[5*]N[C@H](C[8*])C[C@@H](C)C(=O)OCC,2,157.11
22516,[8*]CCN(C[8*])CCCCC(=O)O,2,157.11
22517,[8*][C@H](O)[C@H](C)N1CCC([15*])(O)CC1,2,157.11
22518,[5*]N[C@@H](C[8*])CNC(=O)CN(C)C,2,157.122
22519,[8*]C([8*])(CC[N+](C)(C)CC)C(N)=O,2,157.134
22520,[8*]C([8*])(O)CN1CC[N+](C)(C)CC1,2,157.134
22521,[3*]OCCCCN(CC)C(C)C[8*],2,157.147
22522,[8*]C([8*])(CC(C)N(C)C)C(O)CC,2,157.147
22523,[5*]NCCCCNCCCCN[5*],2,157.158
22524,[6*]C(=O)Nc1ncc(S[11*])s1,2,157.961
22525,[7*]Cc1c(Cl)cc([16*])cc1Cl,2,157.969
22526,[8*]Cc1cc(Cl)c([16*])c(Cl)c1,2,157.969
22527,[12*]S(=O)(=O)c1cc([16*])ccc1F,2,157.984
22528,[8*][C@@H](O)c1cc([16*])c(F)cc1Cl,2,157.993
22529,[4*]CCSc1cnc(N[5*])s1,2,157.997
22530,[4*]C[C@H](O)COc1nsnc1[14*],2,158.015
22531,[5*]NS(=O)(=O)c1cc([14*])n(C)c1,2,158.015
22532,[3*]Oc1cc([16*])ccc1OC(F)F,2,158.018
22533,[14*]c1sc(-c2ccccc2)cc1[16*],2,158.019
22534,[4*]Cc1cc(C(F)(F)F)ccc1[16*],2,158.034
22535,[4*]Cc1cc([16*])cc(C(F)(F)F)c1,2,158.034
22536,[4*]Cc1ccc(C(F)(F)F)cc1[16*],2,158.034
22537,[4*]Cc1ccc([16*])c(C(F)(F)F)c1,2,158.034
22538,[4*]Cc1ccc([16*])cc1C(F)(F)F,2,158.034
22539,[4*][C@@H](c1ccc([16*])cc1)C(F)(F)F,2,158.034
22540,[8*]Cc1cc(C(F)(F)F)ccc1[16*],2,158.034
22541,[8*]Cc1cc([16*])cc(C(F)(F)F)c1,2,158.034
22542,[1*]C(=O)Cc1oc2ccccc2c1[16*],2,158.037
22543,[1*]C(=O)c1c(C)oc2cc([16*])ccc12,2,158.037
22544,[1*]C(=O)c1cc([16*])c2cc(C)oc2c1,2,158.037
22545,[1*]C(=O)c1oc2ccccc2c1C[4*],2,158.037
22546,[14*]c1oc2c([16*])cccc2c(=O)c1C,2,158.037
22547,[11*]SCC[C@H]1C(=O)C[C@@H](O)[C@@H]1[15*],2,158.04
22548,[1*]C(=O)Nc1cccc2c1ccn2[9*],2,158.048
22549,[1*]C(=O)c1cc([16*])c2[nH]c(C)nc2c1,2,158.048
22550,[1*]C(=O)c1cc2cc(N[5*])ccc2[nH]1,2,158.048
22551,[1*]C(=O)c1ccc2c(c1)c(C)nn2[9*],2,158.048
22552,[1*]C(=O)c1ccc2c(c1)nc([14*])n2C,2,158.048
22553,[1*]C(=O)c1ccc2nc(C)n([9*])c2c1,2,158.048
22554,[1*]C(=O)c1cn([9*])c2cc(C)cnc12,2,158.048
22555,[14*]c1cc(=O)n2cc(C)cc([16*])c2n1,2,158.048
22556,[14*]c1ncnc2cc(OC)c([16*])cc12,2,158.048
22557,[14*]c1ncnc2cc([16*])c(OC)cc12,2,158.048
22558,[5*]NC(=O)c1cc2c([16*])cccc2[nH]1,2,158.048
22559,[5*]Nc1ccc(-c2cnco2)c([16*])c1,2,158.048
22560,[6*]C(=O)Cn1c([14*])nc2ccccc21,2,158.048
22561,[6*]C(=O)NCc1ccc(C#N)cc1[16*],2,158.048
22562,[7*]C(C#N)C(=O)Nc1ccc([16*])cc1,2,158.048
22563,[8*]C(O)c1nc([14*])c2ccccc2n1,2,158.048
22564,[8*]Cc1nn([9*])c(=O)c2ccccc12,2,158.048
22565,[8*]Cn1nc([14*])c2ccccc2c1=O,2,158.048
22566,[9*]n1c(C)nc2cccc([16*])c2c1=O,2,158.048
22567,[9*]n1cc([16*])c(=O)c2ccc(C)nc21,2,158.048
22568,[9*]n1nc(-c2ccccc2)c([16*])c1O,2,158.048
22569,[9*]n1nc(C(C)=O)c2cc([16*])ccc21,2,158.048
22570,[4*]CC(C[4*])OC(=O)CCC(=O)O,2,158.058
22571,[14*]c1cc([14*])nc(-n2ccc(C)n2)n1,2,158.059
22572,[14*]c1cn(-c2nc([14*])ncc2C)cn1,2,158.059
22573,[5*]Nc1cc2ncccc2c(N[5*])n1,2,158.059
22574,[5*]Nc1ccc2ncnc(N[5*])c2c1,2,158.059
22575,[5*]Nc1nc2ccccc2nc1N[5*],2,158.059
22576,[5*]Nc1ncc(-n2ccc([16*])c2)cn1,2,158.059
22577,[5*]Nc1nnc2cc([16*])cc(C)c2n1,2,158.059
22578,[8*]Cn1nnc([14*])c1-c1ccncc1,2,158.059
22579,[9*]n1c(-c2ccnc([14*])n2)cnc1C,2,158.059
22580,[9*]n1cc(-c2cnc(N)c([16*])c2)cn1,2,158.059
22581,[5*]NC[C@@H]([8*])NC(=O)CCC(=O)O,2,158.069
22582,[5*]N[C@H]([8*])C(=O)N[C@@H](CC)C(=O)O,2,158.069
22583,[1*]C(=O)Cc1ccc(C2([15*])CC2)cc1,2,158.073
22584,[6*]C(=O)/C=C/c1cc(C)c([16*])c(C)c1,2,158.073
22585,[3*]OC(=O)C[N+]1(C)CC[C@@H](O[3*])C1,2,158.081
22586,[14*]c1c(CC)nc2c(C)cc([16*])cn12,2,158.084
22587,[4*][C@@H](Cc1c[nH]c2ccccc12)N[5*],2,158.084
22588,[5*]NCCc1c[nH]c2ccc([16*])cc12,2,158.084
22589,[5*]Nc1ccc2c(c1)c(C[8*])cn2C,2,158.084
22590,[1*]C(=O)N1CC[C@H](CN[5*])[C@H](F)C1,2,158.086
22591,[5*]NCC1(F)CCN(C([6*])=O)CC1,2,158.086
22592,[1*]C(=O)OCC(C)(CCC)CO[3*],2,158.094
22593,[4*]CC(C[4*])OCCCCC(=O)O,2,158.094
22594,[3*]OCC(O)CN1CCN([5*])CC1,2,158.106
22595,[5*]N(C)CCOCC(=O)N(C)C[8*],2,158.106
22596,[5*]N[C@@H](CCCCNC[8*])C(=O)O,2,158.106
22597,[15*]C1CCC(c2ccc([16*])cc2)CC1,2,158.11
22598,[15*][C@H]1CC[C@H](c2ccc([16*])cc2)CC1,2,158.11
22599,[16*]c1ccc(C2CCCCC2)c([16*])c1,2,158.11
22600,[4*]CC1(c2ccc([16*])cc2)CCCC1,2,158.11
22601,[4*]Cc1ccc(C2CCCC2)c([16*])c1,2,158.11
22602,[8*]CC[C@@H]1CCc2cc([16*])ccc2C1,2,158.11
22603,[5*][N+]1(CCOCC[8*])CCOCC1,2,158.118
22604,[4*]CCCCCCOCCOC[8*],2,158.131
22605,[8*]C([8*])(O)CC[N+](CC)(CC)CC,2,158.154
22606,[5*]NC(=O)c1cc([16*])c(Cl)s1,2,158.955
22607,[5*]Nc1cc(Cl)c([16*])c(Cl)c1,2,158.964
22608,[5*]Nc1cc([16*])c(Cl)cc1Cl,2,158.964
22609,[14*]c1csc(-c2ccc([16*])cc2)n1,2,159.014
22610,[14*]c1nc(-c2ccccc2)c([14*])s1,2,159.014
22611,[14*]c1nc([14*])c(-c2ccccc2)s1,2,159.014
22612,[5*]N1CC2(C[C@H]1[13*])SCCS2,2,159.018
22613,[5*]N([5*])Cc1cc(F)c(F)c(F)c1,2,159.03
22614,[5*]Nc1cc([16*])cc(C(F)(F)F)c1,2,159.03
22615,[5*]Nc1ccc([16*])c(C(F)(F)F)c1,2,159.03
22616,[8*]Cc1cc([14*])nc(C(F)(F)F)c1,2,159.03
22617,[1*]C(=O)c1ccc2c(c1)NC(=O)C2[7*],2,159.032
22618,[14*]c1c/c(=N\O)c2cc([16*])ccc2o1,2,159.032
22619,[3*]Oc1cc([16*])ccc1-c1ncco1,2,159.032
22620,[4*]Cc1cccc2c1C(=O)N([10*])C2=O,2,159.032
22621,[5*]NC(=O)c1oc2ccccc2c1[16*],2,159.032
22622,[5*]Nc1cccc2c(=O)cc([14*])oc12,2,159.032
22623,[9*]n1c(C(=O)O)c([16*])c2ccccc21,2,159.032
22624,[5*]NC(=O)C(C[8*])CSC(C)=O,2,159.035
22625,[1*]C(=O)Nc1nc2ccc([16*])cc2[nH]1,2,159.043
22626,[1*]C(=O)c1cn2ncnc([14*])c2c1C,2,159.043
22627,[14*]c1ncc2cc([16*])c(=O)n(C)c2n1,2,159.043
22628,[14*]c1nn(-c2ccccn2)c(O)c1[16*],2,159.043
22629,[3*]Oc1ccc2c(N[5*])ncnc2c1,2,159.043
22630,[3*]Oc1ccnc(-c2ncc([14*])[nH]2)c1,2,159.043
22631,[5*]NC(=O)c1cccc2[nH]c([14*])nc12,2,159.043
22632,[5*]Nc1nc2ccc(C([6*])=O)cc2[nH]1,2,159.043
22633,[6*]C(=O)Nc1n[nH]c2ccc([16*])cc12,2,159.043
22634,[6*]C(=O)Nc1nn([9*])c2ccccc12,2,159.043
22635,[9*]n1nc(-c2ccccc2O)nc1[14*],2,159.043
22636,[9*]n1nc([14*])nc1-c1ccccc1O,2,159.043
22637,[9*]n1ncn(-c2ccc([16*])cc2)c1=O,2,159.043
22638,[14*]c1nc2ccc(F)cc2c([16*])c1C,2,159.048
22639,[3*]O[C@H]([8*])C(=O)OCCNC(C)=O,2,159.053
22640,[5*]N(CC(=O)O)CC(=O)OCC[8*],2,159.053
22641,[5*]Nc1cc2c(N[5*])ncnc2cn1,2,159.054
22642,[5*]Nc1cccc(-c2nncn2[9*])n1,2,159.054
22643,[5*]Nc1nc(-c2ccncc2)n([9*])n1,2,159.054
22644,[9*]n1cc(Nc2ncc([16*])cn2)cn1,2,159.054
22645,[1*]C(=O)N1CCc2cc([16*])ccc2C1,2,159.068
22646,[1*]C(=O)N[C@@H]1CCc2cc([16*])ccc21,2,159.068
22647,[13*][C@H]1CCC(=O)N1c1ccc([16*])cc1,2,159.068
22648,[15*]C1(C(=O)Nc2ccc([16*])cc2)CC1,2,159.068
22649,[16*]c1cc2[nH]c(C)c([16*])c2cc1OC,2,159.068
22650,[16*]c1cc2c([16*])c(C)[nH]c2cc1OC,2,159.068
22651,[16*]c1cc2c([16*])cn(C)c2cc1OC,2,159.068
22652,[16*]c1ccc(C2CNC(=O)C2)cc1[16*],2,159.068
22653,[16*]c1ccc(NC(=O)C2CC2)cc1[16*],2,159.068
22654,[4*]Cc1ccc2c(c1)CN(C([6*])=O)C2,2,159.068
22655,[6*]C(=O)NC1(c2ccc([16*])cc2)CC1,2,159.068
22656,[8*]CCc1noc2cc([16*])c(C)cc12,2,159.068
22657,[8*]COc1cc2c(cn1)[C@@H]1[C@@H]([15*])[C@@H]1C2,2,159.068
22658,[8*]Cn1c([14*])c(C)c2cc(O)ccc21,2,159.068
22659,[9*]n1c(C)c([16*])c2ccc(OC)cc21,2,159.068
22660,[3*]OC(=O)N1CC[C@H](C[4*])[C@H](F)C1,2,159.07
22661,[8*]COC(=O)N1CC[C@H]([15*])[C@H](F)C1,2,159.07
22662,[14*]c1cc([14*])n2ncc(C(C)C)c2n1,2,159.08
22663,[15*][C@H]1[C@@H]2CN(c3ncc([16*])cn3)C[C@H]12,2,159.08
22664,[4*]CCCn1nnc2cc([16*])ccc21,2,159.08
22665,[4*][C@H](C)c1nn([9*])c2nc(C)ccc12,2,159.08
22666,[5*]NCc1nc2cc([16*])ccc2n1C,2,159.08
22667,[9*]n1nc(C(C)C)c2c([16*])ccnc21,2,159.08
22668,[3*]OCC(CN1CCOCC1)O[3*],2,159.09
22669,[5*]N(CC)CCOCCOC([6*])=O,2,159.09
22670,[5*]NCCCCNC(=O)C(O)N[5*],2,159.101
22671,[13*][C@@H]1CCCN1Cc1ccc([16*])cc1,2,159.105
22672,[13*][C@H]1CC[C@@H](Cc2ccc([16*])cc2)N1,2,159.105
22673,[14*]c1cc([16*])c2c(n1)CCCCCC2,2,159.105
22674,[15*]C1CCN(c2ccc([16*])cc2)CC1,2,159.105
22675,[15*]C1CCN(c2cccc([16*])c2)CC1,2,159.105
22676,[4*]C1(c2ccccc2)CCN([5*])CC1,2,159.105
22677,[4*]Cc1ccc([16*])cc1N1CCCC1,2,159.105
22678,[5*]N1CCC([15*])(c2ccccc2)CC1,2,159.105
22679,[5*]N1CCC(c2ccc([16*])cc2)CC1,2,159.105
22680,[5*]N1CC[C@]([15*])(C)Cc2ccccc21,2,159.105
22681,[5*]NC1Cc2cc([16*])c(CC)cc2C1,2,159.105
22682,[5*]N[C@@H]1CCc2c(ccc(C)c2[16*])C1,2,159.105
22683,[5*]Nc1ccc2c(c1)CC[C@@H]([15*])CC2,2,159.105
22684,[3*]OCCCCCCNCC([8*])O,2,159.126
22685,[3*]OCCCCCCNC[C@@H]([8*])O,2,159.126
22686,[3*]OCCOCCCCCCN[5*],2,159.126
22687,[16*]c1c(Cl)cc(Cl)c(O)c1[16*],2,159.948
22688,[3*]Oc1c(Cl)cc([16*])cc1Cl,2,159.948
22689,[3*]Oc1ccc([16*])c(Cl)c1Cl,2,159.948
22690,[14*]c1cccc(-c2csc([14*])n2)n1,2,160.01
22691,[16*]c1ccc(OC(F)(F)F)c([16*])c1,2,160.014
22692,[3*]Oc1cc(C(F)(F)F)ccc1[16*],2,160.014
22693,[3*]Oc1ccc([16*])cc1C(F)(F)F,2,160.014
22694,[3*]Oc1cccc2oc([14*])cc(=O)c12,2,160.016
22695,[14*]c1nc([14*])c(C(F)(F)F)cc1N,2,160.025
22696,[3*]Oc1ccccc1-c1nc([14*])no1,2,160.027
22697,[5*]Nc1cccc2c1C(=O)N([10*])C2=O,2,160.027
22698,[9*]n1c([14*])nc2ccc(C(=O)O)cc21,2,160.027
22699,[9*]n1c([14*])nc2cccc(C(=O)O)c21,2,160.027
22700,[1*]C(=O)Nc1cnn2ccc([14*])nc12,2,160.039
22701,[14*]c1cc(-c2nc([14*])cnc2N)on1,2,160.039
22702,[5*]NC(=O)c1cc2nn[nH]c2cc1[16*],2,160.039
22703,[5*]NC(=O)c1cncc2c1cnn2[9*],2,160.039
22704,[6*]C(=O)Nc1cn2nc([14*])ccc2n1,2,160.039
22705,[6*]C(=O)Nc1nc2cccc([14*])n2n1,2,160.039
22706,[6*]C(=O)c1cn([9*])c2nc(N)ncc12,2,160.039
22707,[8*]Cn1nc([14*])c2nccnc2c1=O,2,160.039
22708,[14*]c1nc(-c2ccc(F)cc2)c([14*])[nH]1,2,160.044
22709,[5*]Nc1ncc2ncnc(N[5*])c2n1,2,160.05
22710,[1*]C(=O)/C=C/c1ccc(OC)c([16*])c1,2,160.052
22711,[1*]C(=O)/C=C/c1ccc([16*])c(OC)c1,2,160.052
22712,[1*]C(=O)c1cc(C=C)c(OC)cc1[16*],2,160.052
22713,[15*]C1Cc2cc(OC)c([16*])cc2C1=O,2,160.052
22714,[15*]C1Cc2cc([16*])c(OC)cc2C1=O,2,160.052
22715,[7*]C([8*])c1ccc(/C=C/C(=O)O)cc1,2,160.052
22716,[7*]CC(=O)/C=C/c1ccc(O)c([16*])c1,2,160.052
22717,[1*]C(=O)c1nn([9*])c2c1[C@H]1CC[C@@H]2C1,2,160.064
22718,[10*]N1C(=O)NC[C@@H]1c1ccc([16*])cc1,2,160.064
22719,[3*]OCCn1c([14*])nc2ccccc21,2,160.064
22720,[3*]OCc1nc2ccc([16*])cc2n1C,2,160.064
22721,[3*]OCc1nn(C[8*])c2ccccc12,2,160.064
22722,[3*]Oc1ccc2nc(C[4*])n(C)c2c1,2,160.064
22723,[5*]N1CCc2cc([16*])cc(C(N)=O)c21,2,160.064
22724,[5*]Nc1ccc([16*])cc1NC(=O)C=C,2,160.064
22725,[8*]C(C)Oc1ccc2[nH]nc([14*])c2c1,2,160.064
22726,[8*]CNc1ccc2c(c1)CN([10*])C2=O,2,160.064
22727,[8*]Cc1nc2c([16*])c(NC)ccc2o1,2,160.064
22728,[8*]Cn1nc([14*])c2c(OC)cccc21,2,160.064
22729,[9*]n1c(OCC)nc2cccc([16*])c21,2,160.064
22730,[1*]C(=O)OCCOCCOCC[4*],2,160.074
22731,[3*]OCC(COC(=O)CCC)O[3*],2,160.074
22732,[3*]OCC(CO[3*])OC(=O)CCC,2,160.074
22733,[4*]CCOCCOCCOC([6*])=O,2,160.074
22734,[14*]c1nc([14*])c2ncn(C(C)C)c2n1,2,160.075
22735,[14*]c1ncc2nc([14*])n(C(C)C)c2n1,2,160.075
22736,[4*]CCn1c([14*])nc2c(N)nccc21,2,160.075
22737,[4*]CCn1ccc2ncnc(N[5*])c21,2,160.075
22738,[5*]N1CC(CC#N)(n2cc([16*])cn2)C1,2,160.075
22739,[5*]NCCn1ccc2ncnc([14*])c21,2,160.075
22740,[5*]Nc1c([16*])cnc2c1cnn2CC,2,160.075
